,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42198,13,4,1,6,2,3,0,3,1,0,0,39,26,0
42199,46,4,2,7,6,9,4,2,0,0,0,34,39,0
42200,20,4,5,3,4,8,3,2,1,0,0,55,39,0
42201,15,4,9,12,0,10,1,4,1,0,0,44,39,0
42202,47,1,15,9,2,4,0,0,1,0,0,44,39,1
42203,4,4,15,9,4,12,4,4,0,0,0,48,39,0
42204,36,4,11,8,5,7,1,2,0,0,0,39,39,0
42205,29,4,9,12,0,14,1,4,1,0,0,39,39,0
42207,27,4,7,11,5,1,1,4,1,0,0,34,39,0
42208,30,4,5,3,5,3,4,4,1,0,0,39,33,0
42210,23,4,11,8,5,1,4,2,0,0,0,39,23,0
42212,40,4,15,9,2,12,0,4,1,0,0,39,39,0
42213,22,6,7,11,2,4,0,4,1,0,0,54,39,0
42218,20,4,11,8,4,11,1,4,1,0,0,39,39,0
42219,29,4,4,2,2,6,0,4,1,0,0,39,39,0
42220,15,2,9,12,2,10,0,4,1,0,0,49,39,0
42222,29,4,8,10,2,4,0,4,1,0,51,39,39,1
42223,42,5,9,12,2,4,0,4,1,0,0,49,39,1
42224,4,4,11,8,4,13,1,4,1,76,0,39,39,0
42225,20,4,6,4,0,8,1,4,0,0,0,39,39,0
42226,1,4,15,9,4,4,1,2,1,0,0,39,39,0
42229,42,5,8,10,2,4,0,4,1,0,0,54,39,1
42230,8,2,11,8,4,1,3,4,0,0,0,39,39,0
42231,0,4,6,4,4,8,3,4,0,0,0,9,39,0
42232,13,7,12,13,5,3,1,4,1,121,0,39,39,1
42233,4,4,15,9,2,1,5,4,0,0,0,27,39,0
42234,14,4,15,9,2,12,0,4,1,0,0,49,39,0
42235,39,4,15,9,0,1,1,4,0,0,0,39,39,0
42236,47,6,1,6,2,3,0,4,1,0,0,39,39,0
42237,29,4,8,10,2,10,5,4,0,0,0,39,39,1
42238,43,4,2,7,2,6,0,4,1,0,0,39,39,0
42239,42,4,11,8,6,8,1,4,0,0,0,35,39,0
42240,29,4,11,8,3,7,1,4,1,0,74,49,39,0
42242,32,4,9,12,2,12,0,4,1,0,0,49,39,0
42243,7,4,11,8,4,13,1,4,1,0,0,44,39,0
42244,48,4,15,9,0,8,1,1,0,0,0,14,39,0
42245,10,4,11,8,2,3,0,2,1,0,0,39,39,0
42246,35,4,8,10,0,13,1,4,0,0,0,39,39,0
42248,61,2,11,8,6,1,4,4,0,0,0,4,39,0
42249,29,6,11,8,2,12,0,4,1,0,0,39,39,1
42250,43,5,5,3,2,4,0,4,1,0,0,54,21,0
42251,11,4,9,12,0,4,1,4,0,0,0,39,39,0
42252,0,4,6,4,4,5,3,2,1,0,0,19,39,0
42253,40,4,6,4,2,3,0,4,1,0,0,39,39,1
42254,31,2,10,15,4,10,4,2,0,0,0,14,39,0
42256,21,5,11,8,4,4,1,4,1,0,0,49,39,0
42258,15,4,12,13,2,4,0,4,1,0,55,47,39,1
42260,49,4,0,5,6,7,1,4,0,0,0,31,39,0
42261,29,4,15,9,2,12,5,4,0,0,0,39,39,1
42262,31,4,14,14,2,10,0,4,1,121,0,49,39,1
42263,7,4,6,4,4,8,1,4,0,0,0,36,39,0
42264,14,4,11,8,5,6,1,4,1,0,0,64,39,0
42265,21,5,11,8,2,4,0,4,1,0,0,49,39,1
42266,40,4,11,8,0,14,1,4,1,0,0,47,39,0
42268,37,5,5,3,2,14,0,4,1,0,0,69,39,0
42270,8,4,15,9,2,6,0,4,1,0,0,29,39,0
42271,4,4,15,9,4,6,4,4,1,0,0,39,39,0
42274,23,6,14,14,2,10,0,4,1,0,55,49,39,1
42275,26,4,15,9,2,1,0,4,1,0,0,44,39,0
42277,17,2,8,10,2,8,0,4,1,0,0,39,39,1
42278,4,7,15,9,4,8,3,4,0,0,0,24,39,0
42279,23,4,11,8,0,7,3,4,0,0,0,39,39,0
42280,31,1,7,11,5,1,4,2,0,0,0,39,39,0
42282,46,4,1,6,2,3,0,4,1,0,51,39,39,1
42283,16,1,11,8,4,3,3,4,1,0,0,39,39,0
42285,11,4,8,10,0,13,4,4,0,0,0,39,39,0
42286,4,6,11,8,4,5,3,4,1,0,0,24,39,0
42287,34,4,9,12,2,12,0,4,1,0,0,59,39,0
42288,50,5,12,13,2,10,0,4,1,114,0,59,22,1
42289,16,4,9,12,2,3,0,4,1,0,0,37,39,0
42290,14,4,3,1,2,7,0,4,1,0,59,39,26,0
42292,28,6,9,12,0,10,1,4,1,0,0,64,39,0
42293,49,7,5,3,6,8,1,2,0,49,0,39,39,0
42294,41,2,11,8,6,1,1,4,0,0,0,29,39,0
42295,23,4,12,13,6,12,3,1,0,0,0,49,39,0
42297,25,7,11,8,2,12,5,4,0,0,0,39,39,0
42298,29,6,15,9,2,3,0,4,1,52,0,34,39,1
42301,20,6,12,13,2,10,5,4,0,0,50,14,39,1
42305,39,4,4,2,2,7,0,2,1,0,0,39,39,0
42306,30,4,3,1,0,8,1,4,0,0,0,14,39,0
42307,18,4,11,8,0,1,4,2,0,0,0,39,39,0
42308,6,4,11,8,4,8,2,4,0,0,0,39,39,0
42309,15,2,8,10,4,11,1,1,0,0,0,49,39,0
42310,32,2,9,12,2,10,5,2,0,97,0,34,39,1
42312,10,4,11,8,2,14,0,4,1,0,50,39,39,1
42314,3,4,15,9,4,1,1,4,0,0,0,19,39,0
42315,25,1,9,12,4,13,4,4,1,0,0,39,39,0
42316,18,1,9,12,5,13,4,4,1,0,0,39,39,0
42317,45,4,11,8,4,12,1,4,0,0,0,39,39,0
42318,29,4,11,8,0,3,4,4,1,0,0,39,39,0
42319,15,6,15,9,2,4,0,4,1,0,0,34,39,1
42320,18,4,8,10,0,4,4,4,1,0,0,39,39,0
42321,38,4,11,8,2,7,0,4,1,72,0,7,41,0
42323,7,4,11,8,2,5,0,4,1,0,0,54,39,0
42324,2,4,11,8,4,8,4,4,0,0,0,29,39,0
42325,33,6,11,8,2,4,0,4,1,0,0,49,39,0
42326,21,4,15,9,0,4,1,4,0,0,0,39,39,0
42329,16,6,12,13,4,4,1,2,0,0,0,69,39,1
42330,62,4,5,3,2,12,0,4,1,0,0,14,39,0
42331,16,4,10,15,2,13,0,1,1,0,0,39,24,0
42332,19,4,0,5,2,14,0,4,1,0,0,69,39,0
42333,29,6,9,12,2,13,0,4,1,0,0,39,39,1
42334,0,4,1,6,4,6,3,4,1,0,0,5,39,0
42335,5,4,11,8,4,8,4,4,1,0,0,39,39,0
42336,22,4,11,8,4,1,1,4,0,0,0,44,39,0
42337,10,4,9,12,4,1,4,2,0,0,0,54,39,0
42339,9,5,15,9,2,12,0,4,1,0,0,31,39,0
42340,11,4,9,12,4,8,1,4,0,0,0,34,39,0
42341,29,2,12,13,2,10,0,4,1,0,0,49,39,1
42342,15,6,11,8,0,3,1,4,1,103,0,49,39,1
42343,46,1,15,9,2,4,0,4,1,111,0,39,39,1
42344,4,4,1,6,5,12,1,3,0,0,0,29,26,0
42345,27,4,11,8,2,14,0,4,1,79,0,39,39,0
42346,23,4,9,12,2,10,0,4,1,0,0,44,39,1
42349,14,4,15,9,2,14,0,4,1,0,0,39,39,0
42351,38,4,11,8,2,14,0,4,1,0,0,39,39,0
42353,35,4,15,9,2,4,0,4,1,97,0,39,39,1
42355,11,4,15,9,2,12,5,4,0,0,0,39,39,1
42356,11,4,11,8,2,1,5,4,0,121,0,35,39,1
42357,35,4,14,14,4,10,1,4,1,0,23,39,39,1
42358,15,4,11,8,4,8,3,4,1,0,0,19,39,0
42359,18,4,11,8,4,10,4,4,0,0,0,34,39,0
42362,23,4,15,9,0,13,4,2,0,0,0,39,39,0
42364,6,4,15,9,4,3,3,4,1,0,0,39,22,0
42365,15,4,9,12,2,10,0,4,1,0,0,39,26,0
42366,10,4,15,9,2,6,0,4,1,0,0,44,39,0
42367,8,4,8,10,4,10,1,4,0,0,0,29,39,0
42369,49,4,5,3,3,8,1,4,0,0,0,19,39,0
42370,30,4,11,8,6,8,1,4,0,0,0,39,39,0
42371,40,2,7,11,2,8,0,4,1,0,0,19,39,0
42372,13,4,9,12,4,12,3,4,0,0,0,19,12,0
42373,9,4,15,9,0,3,3,4,1,0,0,39,39,0
42374,16,4,9,12,2,4,0,4,1,0,51,59,39,1
42375,22,4,8,10,2,8,0,4,1,0,19,37,39,1
42376,16,4,8,10,2,10,5,4,0,97,0,39,39,1
42377,41,4,11,8,2,14,0,4,1,0,0,39,39,0
42378,5,4,11,8,4,12,1,2,0,0,0,29,39,0
42381,7,4,9,12,4,4,3,4,0,0,0,34,39,0
42382,16,4,8,10,2,3,0,1,1,0,0,39,19,1
42383,42,4,0,5,2,10,0,4,1,0,0,39,39,0
42384,29,4,11,8,0,3,1,2,1,0,0,39,39,0
42385,26,4,11,8,0,8,4,1,1,84,0,39,30,0
42388,29,4,3,1,6,8,4,4,0,0,0,39,33,0
42390,20,2,11,8,2,6,0,2,1,0,0,39,39,0
42393,13,4,9,12,4,12,4,2,1,0,0,49,39,0
42394,15,4,15,9,2,12,0,1,1,0,0,39,39,1
42396,10,4,11,8,2,6,0,4,1,0,0,49,39,0
42398,16,4,0,5,2,7,0,4,1,0,0,39,13,0
42399,17,7,9,12,4,1,1,2,0,55,0,39,39,0
42400,54,6,9,12,2,10,0,4,1,0,0,33,39,1
42401,39,4,15,9,4,10,1,4,0,0,0,34,39,0
42403,23,2,12,13,2,10,5,2,0,0,0,35,39,1
42404,18,4,15,9,4,3,1,4,1,0,0,39,39,0
42406,37,6,11,8,2,3,0,4,1,0,0,39,39,0
42407,7,4,7,11,4,8,3,4,0,0,0,2,39,0
42408,18,4,12,13,2,4,0,4,1,0,0,44,39,0
42409,20,6,9,12,5,14,1,4,1,0,0,49,39,0
42411,42,4,15,9,2,4,0,4,1,0,0,44,39,1
42412,33,4,11,8,2,12,0,4,1,0,0,49,39,1
42413,11,4,9,12,4,8,1,4,1,0,0,39,39,0
42414,20,2,5,3,2,7,0,4,1,0,0,39,39,0
42415,34,4,10,15,6,10,1,4,0,103,0,59,39,1
42416,29,4,11,8,4,7,1,2,0,0,0,14,39,0
42417,6,4,11,8,0,8,1,4,0,0,0,23,39,0
42418,40,6,5,3,2,3,0,4,1,0,0,49,39,0
42419,43,4,11,8,0,10,1,4,0,0,0,70,2,0
42420,34,7,9,12,0,4,1,4,1,0,0,59,39,1
42421,33,4,15,9,3,14,4,4,1,0,0,39,39,0
42422,28,1,15,9,0,1,4,1,0,4,0,39,39,0
42423,24,4,11,8,2,14,0,4,1,0,0,42,39,0
42424,39,4,15,9,2,4,0,4,1,0,0,53,39,1
42425,1,4,11,8,4,1,3,4,0,0,0,16,39,0
42427,15,4,14,14,4,8,1,4,0,0,0,34,39,0
42428,31,4,7,11,2,4,0,4,1,94,0,54,39,1
42431,15,7,8,10,2,13,0,4,1,56,0,39,39,0
42432,36,1,14,14,2,1,0,4,1,0,0,44,39,1
42433,20,4,11,8,0,13,4,4,1,0,0,39,39,0
42435,34,4,11,8,2,3,0,4,1,0,51,39,39,1
42437,53,4,11,8,6,9,2,2,0,0,0,7,39,0
42438,37,4,14,14,2,10,5,4,0,0,50,49,39,1
42439,50,2,15,9,6,8,1,4,0,49,0,40,39,0
42440,17,1,7,11,4,13,1,1,0,0,0,59,39,1
42441,9,4,1,6,5,6,2,4,1,0,0,39,39,0
42442,35,2,15,9,2,1,5,4,0,0,0,70,39,0
42444,34,4,0,5,2,3,0,4,1,0,0,39,39,0
42445,10,4,11,8,2,7,5,4,0,0,0,39,39,0
42447,21,4,15,9,2,3,0,4,1,0,59,39,4,0
42448,8,5,11,8,4,8,2,4,1,0,0,29,39,0
42449,64,4,5,3,2,6,0,4,1,0,0,24,32,0
42450,18,6,1,6,2,10,0,0,1,0,0,3,39,0
42451,23,6,14,14,2,10,0,4,1,0,0,59,39,1
42452,16,4,11,8,2,1,0,2,1,0,0,39,39,0
42453,16,4,10,15,2,10,0,4,1,0,55,87,39,1
42454,28,6,9,12,2,12,0,4,1,81,0,47,39,1
42455,5,4,11,8,4,7,3,4,1,0,0,54,39,0
42456,21,7,11,8,2,7,0,1,1,0,0,39,30,0
42457,29,4,12,13,2,4,0,4,1,121,0,49,39,1
42460,25,6,11,8,2,10,0,4,1,0,0,49,39,1
42461,24,4,9,12,2,10,5,4,0,0,0,39,39,1
42462,41,4,4,2,2,1,0,2,1,0,0,39,39,0
42463,26,4,15,9,2,12,0,4,1,0,0,44,39,0
42464,25,5,8,10,2,8,0,4,1,60,0,78,39,0
42466,28,5,14,14,2,10,0,4,1,0,0,49,39,1
42467,24,4,12,13,2,12,0,4,1,0,0,19,39,0
42468,21,4,1,6,2,7,0,4,1,0,0,34,39,0
42469,41,6,11,8,5,5,1,4,1,0,0,49,39,0
42470,20,4,15,9,2,4,5,1,0,0,0,39,39,1
42471,17,4,11,8,4,7,1,4,1,0,0,39,39,0
42474,20,4,11,8,4,1,1,4,0,0,0,34,39,0
42475,30,4,11,8,2,3,0,2,1,0,0,49,39,0
42476,14,4,12,13,2,10,5,4,0,0,51,44,39,1
42477,40,4,9,12,2,12,0,1,1,111,0,44,39,1
42479,47,4,1,6,2,7,0,2,1,0,0,39,39,0
42481,23,4,12,13,3,4,1,1,1,0,0,34,19,1
42483,11,1,11,8,4,10,3,4,0,0,0,39,39,0
42484,55,4,5,3,2,5,0,4,1,0,0,34,39,0
42485,4,4,11,8,4,4,1,4,0,0,0,46,39,0
42488,40,7,15,9,2,10,0,1,1,97,0,73,39,1
42489,18,6,11,8,2,4,0,4,1,0,0,34,39,0
42490,4,4,1,6,4,6,3,4,1,0,0,39,39,0
42491,21,2,15,9,2,14,0,2,1,0,0,39,39,0
42493,42,4,12,13,0,4,1,4,0,0,0,44,39,1
42494,37,2,0,5,2,4,0,4,1,0,0,39,39,0
42495,8,4,15,9,4,12,1,4,1,0,0,37,39,0
42496,12,7,0,5,4,3,4,4,1,0,0,39,39,0
42498,14,4,11,8,2,8,0,2,1,0,0,39,39,0
42500,30,4,15,9,2,4,0,4,1,0,0,44,39,1
42501,25,4,11,8,2,8,0,4,1,97,0,39,12,1
42503,15,4,15,9,2,12,5,4,0,0,0,39,39,0
42504,34,4,2,7,6,7,1,4,1,0,23,39,39,1
42506,43,4,12,13,2,1,0,4,1,0,0,39,39,0
42507,12,1,11,8,0,1,1,2,0,0,0,39,39,0
42509,26,4,12,13,2,4,0,4,1,94,0,49,39,1
42510,47,6,15,9,2,12,0,4,1,0,55,49,39,1
42512,47,7,15,9,0,1,1,4,0,0,0,39,39,0
42513,24,4,7,11,0,12,1,4,1,0,0,39,39,0
42514,13,4,9,12,2,13,0,4,1,0,0,39,8,0
42515,8,4,11,8,4,11,4,4,0,0,0,24,39,0
42516,10,6,11,8,4,5,4,4,1,0,0,49,39,0
42520,16,4,12,13,4,10,1,4,1,0,0,49,39,0
42522,7,4,9,12,4,12,3,2,0,0,0,39,39,0
42523,15,4,15,9,0,12,4,2,0,0,11,39,16,0
42524,52,6,8,10,2,4,0,4,1,0,0,19,39,0
42525,19,4,12,13,2,10,0,4,1,0,0,37,39,1
42526,40,6,8,10,2,4,0,4,1,0,0,19,39,0
42527,41,2,11,8,4,8,1,4,1,0,0,39,39,0
42528,9,4,7,11,2,3,0,4,1,0,0,39,39,0
42530,19,2,1,6,2,3,0,4,1,0,0,39,39,0
42531,27,4,11,8,2,3,0,2,1,0,0,39,39,1
42532,22,5,7,11,2,4,0,4,1,0,0,44,39,0
42533,24,4,15,9,2,3,0,4,1,60,0,39,39,0
42534,7,4,1,6,4,8,1,4,0,0,0,19,39,0
42536,9,4,9,12,4,4,1,4,1,0,0,29,39,0
42537,22,4,15,9,0,1,4,4,0,0,0,37,39,0
42539,8,4,0,5,4,7,3,4,1,0,0,39,32,0
42540,15,4,15,9,4,13,1,4,1,0,0,39,39,0
42541,13,4,11,8,0,13,4,4,0,0,0,39,39,0
42542,33,5,9,12,2,4,0,4,1,0,0,39,39,1
42544,8,4,11,8,2,1,0,4,1,0,0,39,39,1
42545,31,4,11,8,3,8,4,4,0,0,0,15,39,0
42546,6,7,9,12,4,10,1,4,1,0,0,6,39,0
42547,53,4,9,12,2,10,0,4,1,114,0,34,39,1
42548,3,7,15,9,4,6,3,4,1,0,0,39,39,0
42549,1,4,1,6,4,8,3,2,1,0,0,15,39,0
42550,12,4,11,8,0,12,1,4,1,0,0,33,39,0
42551,16,4,1,6,2,6,0,4,1,0,0,39,39,0
42552,10,4,2,7,4,6,2,4,1,0,0,39,26,0
42553,27,4,11,8,4,14,1,4,1,0,0,49,39,0
42554,15,4,4,2,4,8,1,4,0,0,0,39,26,0
42555,32,5,7,11,2,4,0,4,1,0,0,44,39,1
42556,49,6,9,12,0,12,1,4,1,2,0,19,39,0
42557,18,4,11,8,4,1,4,4,0,0,0,39,39,0
42558,7,4,15,9,4,12,1,4,1,0,0,32,39,0
42559,14,4,1,6,2,11,0,4,1,0,0,39,39,0
42560,58,6,8,10,0,10,1,4,0,112,0,49,39,1
42561,49,6,1,6,6,4,1,4,0,0,0,81,39,1
42563,29,4,15,9,2,6,0,4,1,0,0,39,39,0
42564,14,4,15,9,5,1,3,4,0,0,0,39,39,0
42565,29,4,11,8,2,12,0,4,1,0,0,67,39,1
42566,12,7,11,8,4,1,4,4,0,0,0,39,39,0
42567,46,4,15,9,2,6,0,4,1,0,0,44,39,0
42568,29,4,0,5,2,3,0,4,1,0,0,39,39,0
42569,35,4,11,8,0,14,1,4,1,0,0,49,39,0
42570,27,6,7,11,4,12,3,4,1,0,0,49,39,0
42571,49,4,4,2,2,14,0,4,1,10,0,11,39,0
42572,34,4,0,5,2,7,0,2,1,0,0,39,39,0
42573,21,4,9,12,2,3,0,4,1,0,0,69,39,0
42575,18,4,9,12,2,12,0,4,1,0,0,41,39,0
42576,31,4,15,9,6,1,1,4,0,0,0,49,39,0
42577,25,2,15,9,0,13,4,4,0,0,0,31,39,0
42578,33,4,0,5,2,14,0,4,1,0,0,39,39,0
42579,9,4,12,13,4,4,1,4,0,3,0,34,39,0
42580,25,4,9,12,2,10,0,4,1,0,0,39,22,1
42581,46,4,9,12,2,4,0,4,1,111,0,44,39,1
42582,1,4,1,6,4,12,3,2,0,0,0,19,39,0
42583,39,4,11,8,2,14,0,4,1,0,0,47,39,1
42584,16,4,15,9,2,1,0,4,1,0,0,44,39,0
42586,25,4,11,8,0,3,4,2,1,0,0,44,39,0
42587,20,4,11,8,2,1,0,4,1,0,0,44,39,0
42588,25,4,12,13,4,10,1,4,1,0,0,47,39,1
42590,45,4,5,3,6,14,1,2,1,0,0,39,39,0
42591,12,1,8,10,4,10,1,4,0,0,0,39,39,0
42592,3,4,1,6,4,8,1,4,1,0,0,39,39,0
42593,19,1,9,12,2,10,0,1,1,0,0,39,39,1
42594,50,6,11,8,2,5,0,4,1,0,0,69,39,0
42595,33,4,15,9,2,12,0,4,1,0,0,49,39,1
42596,23,4,11,8,2,8,0,4,1,0,0,34,39,0
42598,38,4,11,8,0,11,1,4,1,0,0,19,39,0
42600,63,2,3,1,6,5,1,1,1,7,0,19,30,0
42601,8,4,15,9,4,1,1,4,0,0,0,44,39,0
42603,29,4,6,4,0,14,1,4,1,0,0,39,39,0
42604,5,7,11,8,4,8,4,4,0,0,0,44,39,0
42605,18,6,15,9,2,4,0,4,1,0,0,59,39,0
42606,45,6,12,13,5,5,1,4,1,0,0,29,39,0
42607,23,4,11,8,0,8,1,4,0,0,0,39,39,0
42609,23,4,9,12,0,8,4,1,0,0,0,39,30,0
42610,32,6,9,12,2,4,5,4,0,0,0,6,39,1
42611,35,4,6,4,2,6,0,4,1,0,0,39,28,0
42612,4,4,8,10,4,1,3,2,0,0,0,39,39,0
42613,24,6,15,9,2,10,0,4,1,0,0,59,39,1
42614,18,4,11,8,2,14,5,4,0,0,0,47,39,0
42616,54,4,15,9,2,12,0,4,1,0,0,3,39,0
42618,16,4,9,12,4,3,4,4,0,0,0,39,27,0
42619,21,4,12,13,2,4,0,4,1,0,0,49,39,1
42620,2,4,15,9,0,1,1,4,0,0,0,19,39,0
42621,12,4,15,9,4,8,1,4,1,0,0,44,39,0
42622,9,4,9,12,2,13,0,4,1,0,0,39,39,1
42623,39,2,11,8,6,1,1,4,0,0,0,39,39,0
42629,22,4,15,9,4,12,1,4,1,0,0,40,39,0
42630,19,4,15,9,2,10,0,4,1,0,50,39,39,1
42631,29,4,12,13,4,10,1,4,1,0,0,39,39,0
42632,16,7,12,13,4,10,3,4,1,0,0,37,31,0
42633,13,4,6,4,4,6,3,4,1,0,0,39,39,0
42634,37,1,9,12,2,4,0,4,1,0,0,39,39,1
42635,0,4,6,4,4,6,3,4,1,0,0,11,39,0
42636,22,4,11,8,4,14,1,4,1,0,0,39,39,0
42638,36,4,6,4,2,3,0,4,1,0,0,43,39,0
42639,28,4,10,15,0,12,1,4,1,121,0,54,39,1
42640,7,4,15,9,2,1,5,2,0,0,0,39,39,0
42641,30,6,12,13,0,14,1,4,1,0,74,49,39,1
42642,21,4,11,8,5,7,4,4,0,0,0,39,39,0
42644,28,4,9,12,2,1,0,4,1,97,0,49,39,1
42646,7,4,15,9,4,12,4,4,0,0,0,17,39,0
42648,21,4,11,8,2,1,0,4,1,0,0,54,39,0
42649,16,4,7,11,4,1,4,1,1,0,0,29,17,0
42650,33,4,7,11,0,3,4,4,1,0,0,39,39,0
42651,23,4,9,12,2,1,0,2,1,0,0,59,39,1
42652,16,2,11,8,0,8,3,2,0,0,0,39,39,0
42654,0,2,2,7,4,1,3,2,0,0,0,14,39,0
42655,10,4,9,12,4,13,3,4,0,0,0,27,39,0
42656,49,4,11,8,2,8,0,4,1,0,0,39,39,0
42657,36,4,10,15,2,10,0,4,1,111,0,49,9,1
42658,54,4,9,12,0,1,1,4,0,0,0,2,39,0
42659,22,6,0,5,2,3,0,4,1,0,0,39,39,0
42660,19,4,15,9,0,1,1,4,1,0,0,54,39,0
42662,39,4,12,13,2,4,0,4,1,0,0,59,9,1
42663,43,4,5,3,2,12,0,4,1,0,0,39,39,0
42665,29,5,9,12,2,4,0,4,1,111,0,59,11,1
42666,25,4,11,8,4,6,2,4,1,0,0,39,39,0
42667,39,4,11,8,0,10,1,4,0,0,0,39,39,0
42668,14,4,11,8,4,1,4,4,0,0,72,39,39,0
42669,17,6,11,8,2,5,0,4,1,0,0,59,39,0
42672,15,2,9,12,2,10,0,4,1,0,0,39,39,1
42673,27,4,11,8,0,4,1,4,0,0,0,49,39,0
42674,7,4,8,10,0,13,1,4,0,0,0,39,39,0
42675,31,4,9,12,2,4,0,4,1,111,0,69,39,1
42676,26,4,15,9,4,1,1,4,1,0,34,44,39,0
42678,22,6,11,8,5,5,1,4,1,0,0,49,39,0
42680,10,4,8,10,4,3,4,4,1,0,0,39,39,1
42681,12,4,15,9,4,5,4,4,1,0,0,49,39,0
42682,24,6,12,13,2,4,5,4,0,0,0,9,39,1
42683,13,2,15,9,2,13,0,4,1,0,0,70,39,1
42684,11,4,8,10,4,1,2,4,1,0,0,39,21,0
42685,51,4,11,8,2,4,0,4,1,0,0,36,39,0
42686,38,4,11,8,2,4,0,4,1,0,0,39,39,0
42687,20,4,0,5,2,7,0,2,1,0,63,64,39,0
42688,38,4,14,14,2,4,0,4,1,0,55,54,9,1
42689,43,5,11,8,2,1,5,4,0,0,0,7,39,1
42690,27,4,12,13,2,10,0,4,1,0,0,39,39,0
42692,20,4,11,8,0,13,1,4,1,0,0,39,39,0
42695,1,4,1,6,4,8,3,4,0,0,0,9,39,0
42696,6,4,15,9,2,6,0,4,1,0,0,37,39,0
42697,18,2,15,9,0,13,4,4,0,0,0,39,39,0
42698,44,5,0,5,2,4,0,4,1,97,0,39,39,1
42699,37,4,15,9,2,12,0,4,1,0,0,94,39,0
42700,4,4,11,8,2,1,5,4,0,0,0,18,39,0
42701,36,7,12,13,4,1,1,4,0,0,0,39,39,0
42702,29,6,0,5,5,4,4,4,0,0,0,14,7,0
42703,39,4,12,13,2,4,0,4,1,0,0,39,39,1
42704,29,4,9,12,0,3,1,4,1,0,0,49,39,0
42706,37,4,9,12,6,1,1,4,0,0,0,78,39,1
42707,18,7,11,8,2,8,0,4,1,0,0,39,39,0
42708,9,4,9,12,4,9,2,4,0,0,0,34,26,0
42709,32,5,11,8,4,3,1,4,1,0,0,46,39,0
42710,43,6,11,8,0,1,4,4,0,0,0,95,39,0
42712,4,4,7,11,4,1,1,2,0,0,0,39,39,0
42714,24,2,12,13,2,10,0,4,1,0,0,34,39,0
42715,26,7,15,9,2,11,0,1,1,0,0,39,39,0
42716,37,5,9,12,2,13,0,4,1,0,0,39,39,1
42718,3,4,15,9,4,1,3,2,1,0,0,39,39,0
42719,18,4,15,9,0,1,1,4,0,0,0,49,39,0
42720,7,4,15,9,4,12,1,1,0,0,0,49,36,0
42722,19,4,11,8,4,8,4,2,1,0,0,39,39,0
42723,23,6,4,2,2,5,0,4,1,0,0,9,26,0
42725,20,4,11,8,4,4,1,4,1,0,0,49,39,0
42726,54,5,15,9,6,4,1,4,0,0,0,23,39,0
42727,19,4,4,2,4,8,1,1,1,0,0,39,3,0
42728,34,4,15,9,2,4,5,4,0,0,0,39,39,1
42729,13,4,11,8,4,4,1,4,1,0,0,49,39,0
42730,23,4,11,8,2,3,0,2,1,0,0,39,14,0
42731,9,4,11,8,4,1,3,4,0,0,0,44,39,0
42732,32,4,15,9,2,12,0,4,1,0,0,39,39,0
42733,13,4,11,8,2,7,0,4,1,0,58,42,39,0
42734,31,4,15,9,0,12,1,4,0,0,0,15,39,0
42735,36,7,9,12,2,13,0,4,1,0,0,39,39,1
42737,23,4,11,8,4,7,3,2,0,0,0,39,39,0
42741,17,4,0,5,4,8,4,2,0,0,0,19,39,0
42742,36,4,9,12,2,12,0,4,1,0,0,39,39,1
42744,9,4,12,13,4,10,3,1,0,0,0,39,30,1
42745,12,4,9,12,0,4,1,4,0,0,0,39,39,0
42746,27,4,15,9,2,3,0,4,1,0,0,49,39,1
42747,5,4,15,9,0,13,2,4,0,0,0,39,39,0
42748,26,1,9,12,2,1,0,4,1,0,0,41,39,1
42749,22,4,15,9,5,3,4,4,0,0,0,24,39,0
42750,21,2,11,8,0,3,1,4,1,0,0,39,39,0
42751,50,4,11,8,6,4,1,4,0,0,0,34,39,0
42753,13,4,1,6,4,11,1,4,0,0,0,34,39,0
42754,36,6,11,8,2,10,5,4,0,56,0,64,39,0
42755,27,4,9,12,2,4,0,4,1,111,0,47,39,1
42756,26,4,4,2,2,8,0,4,1,0,0,39,26,0
42759,27,4,1,6,0,3,1,4,1,0,0,39,39,0
42760,71,6,5,3,6,5,1,4,1,0,0,4,39,0
42761,4,4,11,8,4,12,1,4,1,0,0,59,39,0
42763,18,2,9,12,4,4,1,4,1,0,0,39,39,0
42764,13,4,9,12,4,8,3,2,1,0,0,54,39,0
42765,31,4,11,8,2,13,0,4,1,0,0,39,39,0
42767,47,4,8,10,2,1,0,4,1,0,0,49,39,0
42769,27,4,10,15,2,10,0,4,1,0,0,49,39,0
42772,12,2,11,8,4,14,4,4,0,0,0,39,39,0
42774,19,5,15,9,2,4,0,4,1,0,0,39,39,1
42776,17,4,0,5,2,14,0,4,1,0,0,44,26,0
42777,10,6,9,12,4,12,1,4,1,0,0,39,39,0
42778,40,2,15,9,5,8,1,2,0,0,0,39,39,0
42780,37,4,15,9,2,1,0,4,1,0,0,59,39,0
42782,8,4,15,9,4,7,1,1,1,0,0,39,30,0
42784,70,4,11,8,3,12,1,4,1,0,0,15,39,0
42785,37,4,12,13,0,12,1,4,0,0,0,39,39,0
42786,4,4,11,8,4,8,2,4,1,0,0,24,39,0
42787,26,4,4,2,3,9,2,4,0,0,0,39,8,0
